李洋[中国航天科工集团有限公司纪检监察组组长、党组成员],李洋,中文名,4321,0.796109310453585
李洋[中国航天科工集团有限公司纪检监察组组长、党组成员],男,性别,4322,0.796109310453585
李洋[中国航天科工集团有限公司纪检监察组组长、党组成员],中国,国籍,4323,0.796109310453585
李洋[中国航天科工集团有限公司纪检监察组组长、党组成员],汉族,民族,4324,0.796109310453585
李洋[中国航天科工集团有限公司纪检监察组组长、党组成员],安徽亳州,出生地,4325,0.796109310453585
李洋[中国航天科工集团有限公司纪检监察组组长、党组成员],1969年2月,出生日期,4326,0.796109310453585
李洋[中国航天科工集团有限公司纪检监察组组长、党组成员],武汉大学,毕业院校,4327,0.796109310453585
李洋[中国内地男演员],李洋,本名,4328,0.7644080098046768
李洋[中国内地男演员],汉族,民族,4329,0.7644080098046768
李洋[中国内地男演员],中国,国籍,4330,0.7644080098046768
李洋[中国内地男演员],山西,出生地,4331,0.7644080098046768
李洋[中国内地男演员],1982年6月24日 [17],出生日期,4332,0.7644080098046768
李洋[中国内地男演员],北京电影学院 [17],毕业院校,4333,0.7644080098046768
李洋[中国内地男演员],巨蟹座,星座,4334,0.7644080098046768
李洋[中国内地男演员],183 cm [18],身高,4335,0.7644080098046768
李洋[中国内地男演员],75 kg [18],体重,4336,0.7644080098046768
李洋[中国内地男演员],少年巴比伦、灰猴、国家情怀、铁血将军、彝海结盟、警察日记、彭德怀元帅,代表作品,4337,0.7644080098046768
李洋[中国内地男演员],演员 [1],职业,4338,0.7644080098046768
李洋[天津市青年京剧团女演员],李洋,中文名,4345,0.7095133062526905
李洋[天津市青年京剧团女演员],中国,国籍,4346,0.7095133062526905
李洋[天津市青年京剧团女演员],汉族,民族,4347,0.7095133062526905
李洋[天津市青年京剧团女演员],天津市,出生地,4348,0.7095133062526905
李洋[天津市青年京剧团女演员],1987年,出生日期,4349,0.7095133062526905
李洋[天津市青年京剧团女演员],中国戏曲学院 [1],毕业院校,4350,0.7095133062526905
李洋[天津市青年京剧团女演员],京剧团演员，工武旦,职业,4351,0.7095133062526905
李洋[天津市青年京剧团女演员],竹林计、扈家庄、《女杀死门》 [2],代表作品,4352,0.7095133062526905
李洋[天津市青年京剧团女演员],第六届CCTV全国青京赛金奖第五届全国优秀青年京剧演员研究生班研究生 [1],主要成就,4353,0.7095133062526905
李洋[著名影视评论家，学者，策划人，制作人],李洋,中文名,4354,0.7533830745328469
李洋[著名影视评论家，学者，策划人，制作人],中国,国籍,4355,0.7533830745328469
李洋[著名影视评论家，学者，策划人，制作人],1959年 [4],出生日期,4356,0.7533830745328469
